artículo,pregunta 1,pregunta 2,pregunta 3,pregunta 4,pregunta 5,pregunta 6,pregunta 7,pregunta 8,pregunta 9,pregunta 10,pregunta 11,pregunta 12,pregunta 13,pregunta 14,pregunta 15,pregunta 16,pregunta 17
ARTÍCULO 126.,¿Por qué es importante evaluar el desempeño de cada estudiante al finalizar cada semestre en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta evaluar el desempeño de cada estudiante al finalizar cada semestre en los cursos de la Universidad de Antioquia?,¿Qué papel juega el Departamento de Admisiones y Registro en el proceso de expedir el informe correspondiente al rendimiento académico de cada estudiante al finalizar cada semestre en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la evaluación del desempeño de cada estudiante al finalizar cada semestre en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 127.,¿Por qué es importante tener en cuenta el promedio ULA obtenido por el estudiante durante su permanencia en la Universidad y el número de veces que haya reprobado un mismo curso en la evaluación del rendimiento académico en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta tener en cuenta el promedio ULA obtenido por el estudiante durante su permanencia en la Universidad y el número de veces que haya reprobado un mismo curso en la evaluación del rendimiento académico en los cursos de la Universidad de Antioquia?,¿Qué papel juega el promedio ULA obtenido por el estudiante durante su permanencia en la Universidad y el número de veces que haya reprobado un mismo curso en la evaluación del rendimiento académico en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la consideración del promedio ULA obtenido por el estudiante durante su permanencia en la Universidad y el número de veces que haya reprobado un mismo curso en la evaluación del rendimiento académico en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 128.,"¿Por qué es importante entender por promedio ULA semestral el resultado de dividir la suma de los productos de las notas de cada curso y su valor en ULAS, entre la suma de las ULAS que el estudiante cursó en el semestre académico respectivo en los cursos de la Universidad de Antioquia?","¿Qué beneficios aporta entender por promedio ULA semestral el resultado de dividir la suma de los productos de las notas de cada curso y su valor en ULAS, entre la suma de las ULAS que el estudiante cursó en el semestre académico respectivo en los cursos de la Universidad de Antioquia?","¿Qué papel juega el promedio ULA semestral en el proceso de dar un entero y dos decimales, y ajustar un tercer decimal en una forma similar a lo establecido en el artículo 110 para la aproximación de calificaciones en los cursos de la Universidad de Antioquia?",¿Qué debo hacer si tengo dificultades con la comprensión del promedio ULA semestral en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 129.,¿Por qué es importante matricularse nuevamente en una de las siguientes situaciones académicas de acuerdo con el resultado académico en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta matricularse nuevamente en una de las siguientes situaciones académicas de acuerdo con el resultado académico en los cursos de la Universidad de Antioquia?,¿Qué papel juega el resultado académico en el proceso de matricularse nuevamente en una de las siguientes situaciones académicas de acuerdo con el resultado académico en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la matriculación nuevamente en una de las siguientes situaciones académicas de acuerdo con el resultado académico en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 130.,¿Por qué se concederá matrícula sobresaliente al estudiante que en el semestre anterior haya cumplido con las condiciones establecidas en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta conceder matrícula sobresaliente al estudiante que en el semestre anterior haya cumplido con las condiciones establecidas en los cursos de la Universidad de Antioquia?,¿Qué papel juega el cumplimiento de las condiciones establecidas en el proceso de conceder matrícula sobresaliente al estudiante que en el semestre anterior haya cumplido con las condiciones establecidas en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la concesión de matrícula sobresaliente al estudiante que en el semestre anterior haya cumplido con las condiciones establecidas en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 131.,¿Por qué se matriculará en situación normal o regular un estudiante que cumpla con las condiciones establecidas en los cursos de la Universidad de Antioquia?,¿Qué beneficios aporta matricularse en situación normal o regular un estudiante que cumpla con las condiciones establecidas en los cursos de la Universidad de Antioquia?,¿Qué papel juega el cumplimiento de las condiciones establecidas en el proceso de matricularse en situación normal o regular un estudiante que cumpla con las condiciones establecidas en los cursos de la Universidad de Antioquia?,¿Qué debo hacer si tengo dificultades con la matriculación en situación normal o regular un estudiante que cumpla con las condiciones establecidas en los cursos de la Universidad de Antioquia?,,,,,,,,,,,,,
ARTÍCULO 132.,¿Qué es un período de pruba?,"Se considera período de prueba si obtuve un promedio ULA igual o superior a dos, cinco, cero (2.50) e inferior a dos, ocho, cero (2.80) en su primer semestre en la Universidad.","Se considera período de prueba si he cursado más de un semestre en la Universidad y en el último período académico obtuve un promedio ULA inferior a tres, cero, cero (3.00) y al computarlo con el del semestre anterior a éste, el promedio aritmético sigue siendo inferior a tres, cero, cero (3.00) pero no menor que dos, cinco, cero (2.50).","El semestre pasado obtuve un promedio inferior a tres con cero, ¿me encuentro en período de prueba?","El semestre pasado tuve un promedio inferior a dos con cinco, ¿me encuentro en período de prueba?","El semestre pasado tuve un promedio de 2 con 70, ¿me encuentro en período de prueba?",,,,,,,,,,,
ARTÍCULO 133.,"Tengo un promedio ULA de 2.7 en mi primer semestre, ¿puedo matricularme en el siguiente semestre?","He cursado más de un semestre y mi promedio ULA es inferior a 3.0, ¿puedo seguir matriculado?","Obtuve un promedio ULA de 2.6 en mi primer semestre, ¿puedo matricularme en el siguiente semestre?","He cursado más de un semestre y mi promedio ULA es inferior a 3.0, ¿qué sucede si mi promedio aritmético sigue siendo inferior a 3.0?","Tengo un promedio ULA de 2.5 en mi primer semestre, ¿puedo matricularme en el siguiente semestre?","He cursado más de un semestre y mi promedio ULA es inferior a 3.0, ¿qué sucede si mi promedio aritmético es inferior a 2.5?","Obtuve un promedio ULA de 2.8 en mi primer semestre, ¿puedo matricularme en el siguiente semestre?","He cursado más de un semestre y mi promedio ULA es inferior a 3.0, ¿qué sucede si mi promedio aritmético es igual o superior a 3.0?","Tengo un promedio ULA de 2.9 en mi primer semestre, ¿puedo matricularme en el siguiente semestre?","He cursado más de un semestre y mi promedio ULA es inferior a 3.0, ¿qué debo hacer para mejorar mi promedio?",,,,,,,
ARTÍCULO 134.,"He perdido la calidad de estudiante por rendimiento académico insuficiente, ¿puedo ingresar de nuevo a la Universidad?","Si ingreso de nuevo a la Universidad después de perder la calidad de estudiante, ¿cómo será mi situación académica?","Perdí la calidad de estudiante y quiero ingresar de nuevo, ¿qué debo hacer?","Si soy admitido de nuevo después de perder la calidad de estudiante, ¿se me reconocerán los cursos aprobados anteriormente?",¿Qué sucede con las situaciones académicas previas si ingreso de nuevo a la Universidad después de perder la calidad de estudiante?,"Perdí la calidad de estudiante por rendimiento académico insuficiente, ¿cuándo puedo volver a ingresar a la Universidad?","Si ingreso de nuevo a la Universidad después de perder la calidad de estudiante, ¿en qué situación académica me matricularé?",¿Puedo ingresar de nuevo a la Universidad si perdí la calidad de estudiante por rendimiento académico insuficiente?,"Si ingreso de nuevo a la Universidad después de perder la calidad de estudiante, ¿qué debo hacer para matricularme?",¿Qué debo hacer si quiero ingresar de nuevo a la Universidad después de perder la calidad de estudiante por rendimiento académico insuficiente?,,,,,,,
ARTÍCULO 135.,"He terminado mi primer semestre con un promedio ULA de 2.4, ¿qué sucede con mi calidad de estudiante?","He cursado más de un semestre y mi promedio ULA es inferior a 3.0, ¿qué sucede si mi promedio aritmético es inferior a 2.5?","He acumulado dos períodos de prueba y obtuve un promedio ULA inferior a 3.0 en el último semestre, ¿qué sucede con mi calidad de estudiante?",¿Qué sucede si obtengo un promedio ULA inferior a 2.5 en mi primer semestre?,¿Qué sucede si mi promedio ULA es inferior a 3.0 y el promedio aritmético con el semestre anterior es inferior a 2.5?,"He reprobado un curso por tercera vez, ¿qué sucede con mi calidad de estudiante?",¿Qué debo hacer si he perdido la calidad de estudiante por rendimiento académico insuficiente?,¿Puedo ingresar de nuevo a la Universidad si he perdido la calidad de estudiante por rendimiento académico insuficiente?,¿Qué sucede con los cursos aprobados si ingreso de nuevo a la Universidad después de perder la calidad de estudiante?,¿Se tendrán en cuenta las situaciones académicas previas si ingreso de nuevo a la Universidad después de perder la calidad de estudiante?,,,,,,,
ARTÍCULO 136.,"He reprobado un curso por tercera vez, ¿qué sucede con mi calidad de estudiante?","He reprobado un curso que requiere una destreza especial por segunda vez, ¿qué puedo hacer?","Estoy en un programa regionalizado y he reprobado un curso por segunda vez, ¿qué sucede?",¿Qué sucede si repruebo un curso por tercera vez en la Universidad de Antioquia?,¿Qué puedo hacer si he reprobado un curso que requiere una destreza especial por segunda vez?,¿Qué pasa si repruebo un curso por tercera vez en un programa regionalizado?,"He reprobado un curso por tercera vez, ¿puedo volver a ingresar a la Universidad?",¿Qué debo hacer si he reprobado un curso que requiere una destreza especial por segunda vez?,¿Qué sucede con mi calidad de estudiante si repruebo un curso por tercera vez en un programa regionalizado?,¿Puedo volver a ingresar a la Universidad si he reprobado un curso por tercera vez?,,,,,,,
